KODJAZ;AKRCIS;KODCIS;UROVEN;CHODNOTA;ZKRTEXT;TEXT;ADMPLOD;ADMNEPO;NADVAZ
"CS";"CISS_2010";80037;5;"12503";"Ostatní fin.zprostøed. (kromì IC a PF), pod zahr.kontrolou";"Ostatní finanèní zprostøedkovatelé kromì pojišovacích spoleèností a penzijních fondù, pod zahranièní kontrolou";"01.01.2013";"09.09.9999";"12500"
"CS";"CISS_2010";80037;3;"12600";"Pomocné finanèní instituce";"Pomocné finanèní instituce";"01.01.2013";"09.09.9999";"12000"
"CS";"CISS_2010";80037;4;"12600";"Pomocné finanèní instituce";"Pomocné finanèní instituce";"01.01.2013";"09.09.9999";"12600"
"CS";"CISS_2010";80037;5;"12601";"Pomocné finanèní instituce, veøejné";"Pomocné finanèní instituce, veøejné";"01.01.2013";"09.09.9999";"12600"
"CS";"CISS_2010";80037;5;"12602";"Pomocné finanèní instituce, národní soukromé";"Pomocné finanèní instituce, národní soukromé";"01.01.2013";"09.09.9999";"12600"
"CS";"CISS_2010";80037;5;"12603";"Pomocné finanèní instituce, pod zahranièní kontrolou";"Pomocné finanèní instituce, pod zahranièní kontrolou";"01.01.2013";"09.09.9999";"12600"
"CS";"CISS_2010";80037;3;"12700";"Kaptivní finanèní instituce a pùjèovatelé penìz";"Kaptivní finanèní instituce a pùjèovatelé penìz";"01.01.2013";"09.09.9999";"12000"
"CS";"CISS_2010";80037;4;"12700";"Kaptivní finanèní instituce a pùjèovatelé penìz";"Kaptivní finanèní instituce a pùjèovatelé penìz";"01.01.2013";"09.09.9999";"12700"
"CS";"CISS_2010";80037;5;"12701";"Kaptivní finanèní instituce a pùjèovatelé penìz, veøejné";"Kaptivní finanèní instituce a pùjèovatelé penìz, veøejné";"01.01.2013";"09.09.9999";"12700"
"CS";"CISS_2010";80037;5;"12702";"Kaptivní finanèní instituce a pùjèovatelé penìz, nár.soukr.";"Kaptivní finanèní instituce a pùjèovatelé penìz, národní soukromé";"01.01.2013";"09.09.9999";"12700"
"CS";"CISS_2010";80037;5;"12703";"Kaptivní fin.instituce a pùjèovatelé penìz, pod zahr.kontr.";"Kaptivní finanèní instituce a pùjèovatelé penìz, pod zahranièní kontrolou";"01.01.2013";"09.09.9999";"12700"
"CS";"CISS_2010";80037;3;"12800";"Pojišovací spoleènosti";"Pojišovací spoleènosti";"01.01.2013";"09.09.9999";"12000"
"CS";"CISS_2010";80037;4;"12800";"Pojišovací spoleènosti";"Pojišovací spoleènosti";"01.01.2013";"09.09.9999";"12800"
"CS";"CISS_2010";80037;5;"12801";"Pojišovací spoleènosti, veøejné";"Pojišovací spoleènosti, veøejné";"01.01.2013";"09.09.9999";"12800"
"CS";"CISS_2010";80037;5;"12802";"Pojišovací spoleènosti, národní soukromé";"Pojišovací spoleènosti, národní soukromé";"01.01.2013";"09.09.9999";"12800"
"CS";"CISS_2010";80037;5;"12803";"Pojišovací spoleènosti, pod zahranièní kontrolou";"Pojišovací spoleènosti, pod zahranièní kontrolou";"01.01.2013";"09.09.9999";"12800"
"CS";"CISS_2010";80037;3;"12900";"Penzijní fondy";"Penzijní fondy";"01.01.2013";"09.09.9999";"12000"
"CS";"CISS_2010";80037;4;"12900";"Penzijní fondy";"Penzijní fondy";"01.01.2013";"09.09.9999";"12900"
"CS";"CISS_2010";80037;5;"12901";"Penzijní fondy, veøejné";"Penzijní fondy, veøejné";"01.01.2013";"09.09.9999";"12900"
"CS";"CISS_2010";80037;5;"12902";"Penzijní fondy, národní soukromé";"Penzijní fondy, národní soukromé";"01.01.2013";"09.09.9999";"12900"
"CS";"CISS_2010";80037;5;"12903";"Penzijní fondy, pod zahranièní kontrolou";"Penzijní fondy, pod zahranièní kontrolou";"01.01.2013";"09.09.9999";"12900"
"CS";"CISS_2010";80037;2;"13000";"Vládní instituce";"Vládní instituce";"01.01.2013";"09.09.9999";"10000"
"CS";"CISS_2010";80037;3;"13000";"Vládní instituce";"Vládní instituce";"01.01.2013";"09.09.9999";"13000"
"CS";"CISS_2010";80037;4;"13110";"Ústøední vládní instituce (kromì fondù soc. zabezpeèení)";"Ústøední vládní instituce (kromì fondù sociálního zabezpeèení)";"01.01.2013";"09.09.9999";"13000"
"CS";"CISS_2010";80037;5;"13110";"Ústøední vládní instituce (kromì fondù sociálního zabezp.)";"Ústøední vládní instituce (kromì fondù sociálního zabezpeèení)";"01.01.2013";"09.09.9999";"13110"
"CS";"CISS_2010";80037;4;"13120";"Národní vládní instituce (kromì fondù soc. zabezpeèení)";"Národní vládní instituce (kromì fondù sociálního zabezpeèení)";"01.01.2013";"09.09.9999";"13000"
"CS";"CISS_2010";80037;5;"13120";"Národní vládní instituce (kromì fondù sociálního zabezp.)";"Národní vládní instituce (kromì fondù sociálního zabezpeèení)";"01.01.2013";"09.09.9999";"13120"
"CS";"CISS_2010";80037;4;"13130";"Místní vládní instituce (kromì fondù sociálního zabezpeèení)";"Místní vládní instituce (kromì fondù sociálního zabezpeèení)";"01.01.2013";"09.09.9999";"13000"
"CS";"CISS_2010";80037;5;"13130";"Místní vládní instituce (kromì fondù sociálního zabezpeèení)";"Místní vládní instituce (kromì fondù sociálního zabezpeèení)";"01.01.2013";"09.09.9999";"13130"
"CS";"CISS_2010";80037;4;"13140";"Fondy sociálního zabezpeèení";"Fondy sociálního zabezpeèení";"01.01.2013";"09.09.9999";"13000"
"CS";"CISS_2010";80037;5;"13140";"Fondy sociálního zabezpeèení";"Fondy sociálního zabezpeèení";"01.01.2013";"09.09.9999";"13140"
"CS";"CISS_2010";80037;2;"14000";"Domácnosti";"Domácnosti";"01.01.2013";"09.09.9999";"10000"
"CS";"CISS_2010";80037;3;"14100";"Zamìstnavatelé";"Zamìstnavatelé";"01.01.2013";"09.09.9999";"14000"
"CS";"CISS_2010";80037;4;"14100";"Zamìstnavatelé";"Zamìstnavatelé";"01.01.2013";"09.09.9999";"14100"
"CS";"CISS_2010";80037;5;"14100";"Zamìstnavatelé";"Zamìstnavatelé";"01.01.2013";"09.09.9999";"14100"
"CS";"CISS_2010";80037;3;"14200";"Osoby samostatnì vıdìleènì èinné";"Osoby samostatnì vıdìleènì èinné";"01.01.2013";"09.09.9999";"14000"
"CS";"CISS_2010";80037;4;"14200";"Osoby samostatnì vıdìleènì èinné";"Osoby samostatnì vıdìleènì èinné";"01.01.2013";"09.09.9999";"14200"
"CS";"CISS_2010";80037;5;"14200";"Osoby samostatnì vıdìleènì èinné";"Osoby samostatnì vıdìleènì èinné";"01.01.2013";"09.09.9999";"14200"
"CS";"CISS_2010";80037;3;"14300";"Zamìstnanci";"Zamìstnanci";"01.01.2013";"09.09.9999";"14000"
"CS";"CISS_2010";80037;4;"14300";"Zamìstnanci";"Zamìstnanci";"01.01.2013";"09.09.9999";"14300"
"CS";"CISS_2010";80037;5;"14300";"Zamìstnanci";"Zamìstnanci";"01.01.2013";"09.09.9999";"14300"
"CS";"CISS_2010";80037;3;"14400";"Pøíjemci dùchodù z vlastnictví a transferovıch dùchodù";"Pøíjemci dùchodù z vlastnictví a transferovıch dùchodù";"01.01.2013";"09.09.9999";"14000"
"CS";"CISS_2010";80037;4;"14410";"Pøíjemci dùchodù z vlastnictví";"Pøíjemci dùchodù z vlastnictví";"01.01.2013";"09.09.9999";"14400"
"CS";"CISS_2010";80037;5;"14410";"Pøíjemci dùchodù z vlastnictví";"Pøíjemci dùchodù z vlastnictví";"01.01.2013";"09.09.9999";"14410"
"CS";"CISS_2010";80037;4;"14420";"Pøíjemci penzí";"Pøíjemci penzí";"01.01.2013";"09.09.9999";"14400"
"CS";"CISS_2010";80037;5;"14420";"Pøíjemci penzí";"Pøíjemci penzí";"01.01.2013";"09.09.9999";"14420"
"CS";"CISS_2010";80037;4;"14430";"Pøíjemci ostatních transferù";"Pøíjemci ostatních transferù";"01.01.2013";"09.09.9999";"14400"
"CS";"CISS_2010";80037;5;"14430";"Pøíjemci ostatních transferù";"Pøíjemci ostatních transferù";"01.01.2013";"09.09.9999";"14430"
"CS";"CISS_2010";80037;2;"15000";"Neziskové instituce slouící domácnostem";"Neziskové instituce slouící domácnostem";"01.01.2013";"09.09.9999";"10000"
"CS";"CISS_2010";80037;3;"15000";"Neziskové instituce slouící domácnostem";"Neziskové instituce slouící domácnostem";"01.01.2013";"09.09.9999";"15000"
"CS";"CISS_2010";80037;4;"15000";"Neziskové instituce slouící domácnostem";"Neziskové instituce slouící domácnostem";"01.01.2013";"09.09.9999";"15000"
"CS";"CISS_2010";80037;5;"15002";"Neziskové instituce slouící domácnostem, národní soukromé";"Neziskové instituce slouící domácnostem, národní soukromé";"01.01.2013";"09.09.9999";"15000"
"CS";"CISS_2010";80037;5;"15003";"Neziskové instituce slouící domácnostem, pod zahr. kontrol.";"Neziskové instituce slouící domácnostem, pod zahranièní kontrolou";"01.01.2013";"09.09.9999";"15000"
"CS";"CISS_2010";80037;1;"20000";"Nerezidenti";"Nerezidenti";"01.01.2013";"09.09.9999";
"CS";"CISS_2010";80037;2;"21000";"Èlenské státy, orgány a instituce Evropské unie";"Èlenské státy, orgány a instituce Evropské unie";"01.01.2013";"09.09.9999";"20000"
"CS";"CISS_2010";80037;3;"21100";"Èlenské státy Evropské unie";"Èlenské státy Evropské unie";"01.01.2013";"09.09.9999";"21000"
"CS";"CISS_2010";80037;4;"21110";"Èlenské státy eurozóny";"Èlenské státy eurozóny";"01.01.2013";"09.09.9999";"21100"
"CS";"CISS_2010";80037;5;"21110";"Èlenské státy eurozóny";"Èlenské státy eurozóny";"01.01.2013";"09.09.9999";"21110"
"CS";"CISS_2010";80037;4;"21120";"Èlenské státy mimo eurozónu";"Èlenské státy mimo eurozónu";"01.01.2013";"09.09.9999";"21100"
"CS";"CISS_2010";80037;5;"21120";"Èlenské státy mimo eurozónu";"Èlenské státy mimo eurozónu";"01.01.2013";"09.09.9999";"21120"
"CS";"CISS_2010";80037;3;"21200";"Orgány a instituce Evropské unie";"Orgány a instituce Evropské unie";"01.01.2013";"09.09.9999";"21000"
"CS";"CISS_2010";80037;4;"21210";"Evropská centrální banka (ECB)";"Evropská centrální banka (ECB)";"01.01.2013";"09.09.9999";"21200"
"CS";"CISS_2010";80037;5;"21210";"Evropská centrální banka (ECB)";"Evropská centrální banka (ECB)";"01.01.2013";"09.09.9999";"21210"
"CS";"CISS_2010";80037;4;"21220";"Evropské orgány a instituce, kromì ECB";"Evropské orgány a instituce, kromì ECB";"01.01.2013";"09.09.9999";"21200"
"CS";"CISS_2010";80037;5;"21220";"Evropské orgány a instituce, kromì ECB";"Evropské orgány a instituce, kromì ECB";"01.01.2013";"09.09.9999";"21220"
"CS";"CISS_2010";80037;2;"22000";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"01.01.2013";"09.09.9999";"20000"
"CS";"CISS_2010";80037;3;"22000";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"01.01.2013";"09.09.9999";"22000"
"CS";"CISS_2010";80037;4;"22000";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"01.01.2013";"09.09.9999";"22000"
"CS";"CISS_2010";80037;5;"22000";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"Ostatní zemì a mezinárodní organizace - nerezidenti EU";"01.01.2013";"09.09.9999";"22000"

